Unnamed: 0,counts_S93,counts_S94,counts_S107,counts_S108
ENSG00000279625.1,0,0,0,0
ENSG00000184677.17,915,975,1012,1305
ENSG00000237200.1,6,8,9,12
ENSG00000070886.11,0,0,0,7
ENSG00000276835.2,0,0,0,0
ENSG00000173372.16,0,0,0,0
ENSG00000159189.11,0,0,0,0
ENSG00000173369.15,0,0,0,0
ENSG00000133216.16,461,430,867,1162
ENSG00000265422.1,0,0,0,4
ENSG00000225952.1,0,0,0,0
ENSG00000264014.1,0,0,0,1
ENSG00000215906.8,0,0,0,0
ENSG00000227868.5,1,0,1,0
ENSG00000004487.16,930,828,1306,1653
ENSG00000240553.1,0,1,0,0
ENSG00000263793.1,0,0,0,0
ENSG00000266802.1,0,0,0,0
ENSG00000169641.13,2387,2394,2116,2487
ENSG00000229010.1,0,0,0,0
ENSG00000206935.1,0,0,0,0
ENSG00000252578.1,0,0,0,0
ENSG00000179546.4,240,250,205,240
ENSG00000215381.3,0,0,0,0
ENSG00000261326.3,88,57,177,190
ENSG00000284726.1,0,0,0,0
ENSG00000125944.19,1327,1187,1554,1891
ENSG00000125945.14,289,265,284,376
ENSG00000249087.6,15,17,41,48
ENSG00000201405.1,0,0,0,0
ENSG00000271420.1,6,3,5,6
ENSG00000204219.10,156,119,183,250
ENSG00000232482.2,0,0,0,0
ENSG00000088280.18,324,360,342,455
ENSG00000007968.6,50,40,57,69
ENSG00000235052.1,2,0,1,1
ENSG00000117318.8,892,934,755,730
ENSG00000285802.1,0,0,0,0
ENSG00000197880.8,0,0,0,3
ENSG00000229239.2,0,0,0,0
ENSG00000142676.14,3560,3119,4335,6058
ENSG00000011007.12,864,863,1070,1204
ENSG00000236810.5,33,12,22,32
ENSG00000057757.9,374,368,433,572
ENSG00000011009.10,1444,1396,1512,1738
ENSG00000117308.14,1415,1527,1353,1715
ENSG00000117305.14,567,592,559,876
ENSG00000179163.11,2226,2442,2155,2834
ENSG00000188822.7,0,0,0,0
ENSG00000229106.1,1,0,0,0
ENSG00000232557.3,0,0,0,0
ENSG00000264926.1,0,0,0,0
ENSG00000230228.2,0,0,0,1
ENSG00000189266.12,1757,1830,1629,2073
ENSG00000188529.14,1083,1048,1218,1573
ENSG00000215905.4,0,0,0,0
ENSG00000225315.2,1,4,4,6
ENSG00000142661.18,696,896,863,1077
ENSG00000230703.1,0,0,0,1
ENSG00000142677.3,1260,1551,844,778
ENSG00000185436.11,736,856,455,487
ENSG00000230023.2,1,0,2,0
ENSG00000232298.2,3,2,5,2
ENSG00000158055.15,182,146,116,107
ENSG00000001460.17,285,323,252,274
ENSG00000001461.16,1575,1493,1501,1733
ENSG00000117602.11,459,435,525,636
ENSG00000264443.1,8,4,7,8
ENSG00000184454.6,94,109,69,124
ENSG00000227312.2,1,0,6,3
ENSG00000239106.1,0,0,0,0
ENSG00000133226.16,2169,2017,2409,2901
ENSG00000284699.1,0,0,0,0
ENSG00000169504.14,1399,1546,1018,1114
ENSG00000238482.1,0,0,0,0
ENSG00000020633.18,17,12,3,15
ENSG00000278034.1,0,0,0,0
ENSG00000229162.1,0,0,0,0
ENSG00000261025.1,0,0,0,1
ENSG00000264371.1,0,0,0,0
ENSG00000285823.1,0,0,0,0
ENSG00000233755.1,0,0,1,0
ENSG00000233419.3,0,0,0,0
ENSG00000231953.2,0,0,0,0
ENSG00000117614.9,465,427,439,574
ENSG00000284602.1,11,13,32,24
ENSG00000284657.1,2,3,1,3
ENSG00000117616.17,1280,1172,1256,1418
ENSG00000272432.1,3,0,0,4
ENSG00000261349.1,7,19,9,19
ENSG00000187010.20,0,1,0,0
ENSG00000224183.1,1,1,1,0
ENSG00000259984.1,0,2,0,0
ENSG00000183726.10,1352,1473,1141,1185
ENSG00000188672.18,1,1,1,5
ENSG00000238084.4,0,0,2,1
ENSG00000204178.10,701,752,699,861
ENSG00000157978.11,520,478,566,661
ENSG00000225643.1,0,0,0,1
ENSG00000117643.14,1,0,1,6
ENSG00000233478.1,0,0,0,0
ENSG00000162430.16,990,880,1162,1589
ENSG00000255054.3,0,0,0,0
ENSG00000228172.5,19,25,29,24
ENSG00000117640.17,399,393,472,578
ENSG00000272478.1,0,0,0,0
ENSG00000127423.10,7,5,35,41
ENSG00000236528.1,1,2,1,1
ENSG00000182749.5,128,77,162,140
ENSG00000207302.1,0,0,0,0
ENSG00000117632.22,283,179,277,363
ENSG00000229786.1,0,0,0,0
ENSG00000223624.1,0,0,0,0
ENSG00000283938.1,0,0,0,0
ENSG00000158006.13,976,1121,950,1097
ENSG00000207237.1,0,0,0,0
ENSG00000252190.1,0,0,0,0
ENSG00000252691.1,0,0,0,0
ENSG00000158008.9,0,0,0,0
ENSG00000158014.14,1,4,11,8
ENSG00000284309.1,3,0,2,0
ENSG00000158022.6,1,0,0,0
ENSG00000175087.9,86,93,122,154
ENSG00000197245.5,0,1,0,0
ENSG00000282872.1,0,0,0,0
ENSG00000236782.7,2,0,0,4
ENSG00000142684.8,87,69,100,131
ENSG00000142675.17,768,783,778,722
ENSG00000188782.8,0,0,0,0
ENSG00000236155.6,3,7,5,9
ENSG00000278572.1,0,0,0,1
ENSG00000130695.15,120,139,225,284
ENSG00000270733.1,0,0,0,0
ENSG00000142669.14,5405,5373,4712,5717
ENSG00000158062.20,149,128,224,273
ENSG00000169442.8,0,0,2,0
ENSG00000176092.15,3135,3383,2510,2244
ENSG00000225854.2,0,0,0,0
ENSG00000176083.17,0,0,0,0
ENSG00000131914.10,0,0,0,0
ENSG00000117682.16,801,803,702,723
ENSG00000223583.1,0,1,0,1
ENSG00000225891.1,6,4,13,5
ENSG00000198830.10,783,612,941,1034
ENSG00000224129.1,0,0,0,0
ENSG00000117676.13,3025,3365,2794,3205
ENSG00000238705.1,0,0,1,0
ENSG00000243905.3,0,0,0,0
ENSG00000252802.1,0,0,0,0
ENSG00000252429.2,0,0,0,0
ENSG00000229247.2,0,0,0,0
ENSG00000238316.1,0,0,0,0
ENSG00000235069.2,0,0,0,0
ENSG00000260063.1,8,6,6,18
ENSG00000117713.19,2185,2374,2491,2945
ENSG00000060642.10,237,267,305,381
ENSG00000241188.3,0,1,0,2
ENSG00000204160.11,403,419,404,523
ENSG00000175793.11,2230,2197,1833,2473
ENSG00000226698.1,0,0,0,0
ENSG00000142751.14,425,480,547,804
ENSG00000198746.12,199,163,199,261
ENSG00000090273.13,781,748,1037,1314
ENSG00000131910.4,99,84,205,335
ENSG00000175707.8,302,307,321,419
ENSG00000172746.6,0,1,6,7
ENSG00000224064.1,3,1,5,3
ENSG00000225294.1,1,0,0,1
ENSG00000253368.3,1166,1046,1633,2154
ENSG00000158246.7,11,17,9,9
ENSG00000090020.10,3472,3992,2931,3267
ENSG00000229985.2,0,0,1,0
ENSG00000214973.3,0,0,3,1
ENSG00000225159.1,2,3,3,1
ENSG00000225990.2,0,0,0,0
ENSG00000224311.1,0,0,0,0
ENSG00000142784.15,1164,1251,1157,1417
ENSG00000252098.1,0,0,0,0
ENSG00000243659.1,1,0,2,2
ENSG00000186501.14,355,353,361,506
ENSG00000206888.1,5,2,2,1
ENSG00000241547.1,5,7,10,15
ENSG00000142765.17,317,253,366,445
ENSG00000142733.15,177,189,269,331
ENSG00000142748.12,0,0,0,0
ENSG00000174950.10,6,4,7,10
ENSG00000231207.1,0,0,0,0
ENSG00000181773.6,2,3,5,5
ENSG00000158195.10,4283,4482,3901,4658
ENSG00000241169.1,0,0,0,0
ENSG00000237429.1,3,6,3,1
ENSG00000126705.14,1354,1453,1308,1588
ENSG00000000938.12,0,0,0,0
ENSG00000235912.1,5,1,3,6
ENSG00000233975.1,0,0,0,0
ENSG00000126709.14,1693,1265,2022,1835
ENSG00000225886.3,0,0,0,0
ENSG00000206767.1,0,0,0,0
ENSG00000226662.2,0,0,0,0
ENSG00000207095.1,0,0,0,0
ENSG00000009780.15,264,214,295,359
ENSG00000231344.1,4,4,7,3
ENSG00000230833.1,1,7,18,10
ENSG00000117758.13,1155,1177,895,978
ENSG00000269971.1,6,6,11,6
ENSG00000270031.1,0,0,0,1
ENSG00000223062.1,0,1,0,0
ENSG00000117751.17,445,473,550,676
ENSG00000252947.1,5,3,6,5
ENSG00000130775.15,35,19,71,98
ENSG00000117748.9,129,147,160,217
ENSG00000130768.14,702,737,683,745
ENSG00000227050.1,3,4,2,1
ENSG00000158156.7,133,155,151,249
ENSG00000158161.15,685,600,784,1049
ENSG00000238231.2,7,0,3,8
ENSG00000240750.3,9,13,24,11
ENSG00000228589.3,5,3,2,7
ENSG00000228943.1,0,0,0,0
ENSG00000214812.3,0,0,0,0
ENSG00000253005.1,0,0,0,0
ENSG00000169403.11,112,53,126,103
ENSG00000126698.10,603,650,703,895
ENSG00000130770.17,1184,1165,1388,1510
ENSG00000270605.1,20,24,54,54
ENSG00000271398.1,0,0,0,0
ENSG00000130766.4,679,561,676,1014
ENSG00000130772.13,220,187,220,278
ENSG00000204138.12,739,657,715,891
ENSG00000206779.1,0,0,0,0
ENSG00000229820.2,6,5,10,8
ENSG00000221216.1,0,1,2,1
ENSG00000180198.16,399,389,620,750
ENSG00000242125.3,380,346,589,738
ENSG00000274266.1,0,0,0,0
ENSG00000200087.1,372,213,277,464
ENSG00000231468.2,0,0,0,0
ENSG00000279443.1,9,5,9,10
ENSG00000180098.9,115,121,152,159
ENSG00000197989.14,188,164,264,354
ENSG00000221539.1,4,5,6,17
ENSG00000278274.1,0,0,0,0
ENSG00000273544.1,0,0,0,0
ENSG00000280498.1,0,0,0,0
ENSG00000274582.1,0,0,0,0
ENSG00000120656.11,104,126,137,164
ENSG00000188060.7,1,4,1,1
ENSG00000229388.1,1,1,8,2
ENSG00000270103.3,0,0,0,0
ENSG00000274978.1,0,0,0,0
ENSG00000162419.12,260,253,269,291
ENSG00000252777.1,0,0,0,0
ENSG00000198492.15,1429,1372,1521,2098
ENSG00000116329.10,0,0,0,2
ENSG00000233427.1,0,0,0,0
ENSG00000199756.1,0,0,0,0
ENSG00000159023.21,915,892,999,1190
ENSG00000225616.2,0,0,1,1
ENSG00000206704.1,0,0,2,0
ENSG00000277958.1,2,2,1,0
ENSG00000253304.1,2,3,3,8
ENSG00000225750.1,8,8,13,4
ENSG00000116350.16,1444,1325,1511,1885
ENSG00000277916.1,0,0,0,0
ENSG00000116353.15,172,126,218,283
ENSG00000237934.1,0,0,1,0
ENSG00000060656.19,922,823,1247,1615
ENSG00000230523.1,0,0,0,0
ENSG00000225011.4,0,0,0,0
ENSG00000228176.1,0,0,0,0
ENSG00000284676.1,0,0,0,0
ENSG00000270927.1,0,0,0,0
ENSG00000233399.2,3,7,13,6
ENSG00000233372.1,0,0,0,0
ENSG00000231251.1,0,0,0,0
ENSG00000236335.1,0,0,0,0
ENSG00000231949.1,0,0,0,0
ENSG00000162510.5,0,0,0,2
ENSG00000186056.10,11,14,16,30
ENSG00000162511.7,0,0,0,0
ENSG00000264773.1,0,0,0,0
ENSG00000229607.1,0,0,0,0
ENSG00000223382.4,2,1,2,1
ENSG00000222784.1,0,0,0,0
ENSG00000235143.1,0,0,0,0
ENSG00000162512.15,343,290,547,836
ENSG00000266210.2,0,0,0,0
ENSG00000134644.15,2624,2438,2852,3678
ENSG00000237329.2,0,0,0,0
ENSG00000232768.1,0,0,0,0
ENSG00000215900.4,0,0,0,0
ENSG00000225142.2,0,0,0,0
ENSG00000084628.9,0,1,0,3
ENSG00000060688.12,308,261,394,474
ENSG00000229447.2,12,4,12,12
ENSG00000121766.15,180,215,280,348
ENSG00000229044.1,0,1,0,0
ENSG00000121769.7,5,8,3,8
ENSG00000168528.11,7766,9025,6631,8845
ENSG00000215899.3,0,0,0,0
ENSG00000206981.1,0,0,0,0
ENSG00000260386.6,0,0,0,0
ENSG00000265961.1,0,0,0,0
ENSG00000284543.1,2,0,0,0
ENSG00000229167.1,94,138,144,204
ENSG00000142910.15,4091,4310,4191,5663
ENSG00000121764.11,0,2,1,0
ENSG00000162517.12,571,552,630,770
ENSG00000235790.7,0,0,4,1
ENSG00000264078.1,1,0,0,1
ENSG00000084636.17,148,106,188,232
ENSG00000121753.12,27,34,60,88
ENSG00000266580.1,0,2,0,1
ENSG00000254545.1,1,0,0,1
ENSG00000134668.12,2,8,8,10
ENSG00000203620.2,2,0,0,0
ENSG00000269967.1,13,15,18,10
ENSG00000184007.20,3030,3053,2981,3571
ENSG00000228634.1,0,0,0,0
ENSG00000284702.1,0,0,0,0
ENSG00000121774.17,1264,1295,1500,1680
ENSG00000203325.3,1,0,0,0
ENSG00000121775.17,124,100,139,230
ENSG00000266203.1,1,3,0,2
ENSG00000276493.1,0,0,0,0
ENSG00000025800.13,1957,1911,2264,2858
ENSG00000250135.1,0,0,0,0
ENSG00000084652.15,1343,1315,1714,2088
ENSG00000160050.14,9,12,29,26
ENSG00000224066.1,74,86,103,104
ENSG00000160051.11,17,33,26,40
ENSG00000222046.2,3,2,0,4
ENSG00000160055.19,310,300,350,391
ENSG00000084623.11,1277,1161,1438,1803
ENSG00000220785.7,11,19,18,25
ENSG00000183615.5,1,2,4,21
ENSG00000182866.16,3,1,5,9
ENSG00000277617.1,0,0,0,0
ENSG00000252450.1,0,0,0,0
ENSG00000116478.11,2879,2869,2885,3277
ENSG00000175130.6,3245,3323,3973,5645
ENSG00000233775.1,0,0,0,0
ENSG00000162526.6,12,4,9,10
ENSG00000225828.1,122,112,137,213
ENSG00000160058.18,1458,1604,1402,1856
ENSG00000224333.1,0,0,0,0
ENSG00000270850.1,0,0,0,0
ENSG00000229259.1,0,0,0,0
ENSG00000263529.2,0,0,0,0
ENSG00000254553.1,0,0,0,0
ENSG00000273274.1,0,0,0,0
ENSG00000160062.14,30,14,30,44
ENSG00000176261.15,318,286,337,368
ENSG00000200591.1,0,0,0,0
ENSG00000162521.18,1341,1350,1733,2290
ENSG00000162520.14,18,13,40,53
ENSG00000224409.1,0,0,0,0
ENSG00000162522.10,7827,8402,7592,9685
ENSG00000134684.10,783,778,896,1323
ENSG00000116497.17,234,255,281,366
ENSG00000160097.17,0,1,1,0
ENSG00000121905.9,8,8,8,7
ENSG00000121900.18,3323,4145,2038,2329
ENSG00000116514.16,1273,1348,1052,1087
ENSG00000278966.2,0,0,1,1
ENSG00000217644.5,0,0,0,0
ENSG00000239670.1,0,0,0,0
ENSG00000236065.2,0,0,0,0
ENSG00000004455.16,1356,1349,1801,2146
ENSG00000276645.1,4,9,5,9
ENSG00000142920.16,150,157,177,227
ENSG00000278997.1,13,4,10,16
ENSG00000116525.13,220,189,278,308
ENSG00000279179.1,0,5,8,6
ENSG00000284721.1,1,0,1,0
ENSG00000160094.14,135,110,138,167
ENSG00000270115.1,7,3,4,9
ENSG00000184389.9,0,1,1,2
ENSG00000225313.5,0,1,1,0
ENSG00000134686.18,695,736,837,1350
ENSG00000284154.1,8,12,5,5
ENSG00000222112.1,11,11,18,21
ENSG00000233246.1,0,0,4,3
ENSG00000234512.1,0,0,0,0
ENSG00000121903.14,227,234,231,228
ENSG00000235907.2,0,0,0,0
ENSG00000121904.17,1,3,0,0
ENSG00000227000.2,0,0,0,0
ENSG00000176256.10,0,0,0,0
ENSG00000231163.5,0,0,0,0
ENSG00000201148.1,0,0,0,0
ENSG00000142698.14,0,0,0,0
ENSG00000270241.1,0,0,0,0
ENSG00000207941.1,5,5,4,6
ENSG00000163866.8,454,400,451,542
ENSG00000189280.3,0,1,1,3
ENSG00000189433.5,368,400,245,242
ENSG00000255811.1,4,7,4,5
ENSG00000188910.7,834,927,642,801
ENSG00000187513.8,0,1,0,0
ENSG00000230163.1,1,0,0,1
ENSG00000116544.11,0,4,1,3
ENSG00000284773.1,11,10,16,15
ENSG00000241014.2,5,8,5,12
ENSG00000271741.1,0,0,0,0
ENSG00000243749.1,0,0,0,0
ENSG00000163867.16,164,142,191,203
ENSG00000197056.10,208,197,288,311
ENSG00000233940.1,0,0,0,0
ENSG00000228348.1,1,0,0,0
ENSG00000284640.1,0,0,0,2
ENSG00000116560.10,2929,2636,3641,4316
ENSG00000201868.1,0,0,0,0
ENSG00000146463.11,988,861,1203,1463
ENSG00000240374.3,0,0,0,0
ENSG00000201542.1,2,3,5,4
ENSG00000229994.1,28,13,40,53
ENSG00000227409.1,0,0,0,0
ENSG00000278702.1,1,0,0,0
ENSG00000142687.17,1984,2001,2071,2565
ENSG00000236274.1,0,0,0,0
ENSG00000020129.15,263,254,354,517
ENSG00000239636.1,5,0,2,3
ENSG00000116819.7,5,5,4,11
ENSG00000126067.11,1109,1051,1278,1485
ENSG00000142686.7,45,32,67,93
ENSG00000092853.13,50,48,81,111
ENSG00000232335.1,0,0,0,0
ENSG00000134698.10,580,550,632,760
ENSG00000092847.11,1113,1098,1443,1665
ENSG00000271164.1,0,0,0,0
ENSG00000271914.1,0,0,0,1
ENSG00000126070.19,429,465,616,799
ENSG00000271554.1,0,0,0,0
ENSG00000232862.5,0,0,0,0
ENSG00000092850.11,0,0,0,1
ENSG00000116863.10,304,289,361,490
ENSG00000171812.12,0,0,1,1
ENSG00000054116.11,607,628,644,762
ENSG00000116871.15,1312,1398,1197,1291
ENSG00000264592.2,0,0,0,0
ENSG00000054118.14,2355,2355,2615,3251
ENSG00000231849.1,0,0,0,0
ENSG00000214193.10,1827,2301,1577,1999
ENSG00000142694.6,67,53,33,60
ENSG00000116883.8,220,261,194,272
ENSG00000196182.10,754,796,782,985
ENSG00000181817.5,118,105,127,196
ENSG00000222821.1,0,0,0,0
ENSG00000116885.18,45,28,50,44
ENSG00000201448.1,0,0,2,0
ENSG00000116898.11,303,301,369,507
ENSG00000119535.17,0,0,0,0
ENSG00000230214.1,0,0,0,0
ENSG00000284705.1,0,0,0,0
ENSG00000284720.1,0,0,0,0
ENSG00000234481.1,0,0,0,0
ENSG00000163873.9,0,0,0,0
ENSG00000284650.1,0,0,0,0
ENSG00000264698.1,0,0,0,0
ENSG00000207328.1,0,0,0,0
ENSG00000223944.1,0,0,0,0
ENSG00000252368.1,0,0,0,0
ENSG00000230451.2,0,0,0,0
ENSG00000233621.1,65,70,57,93
ENSG00000163874.10,417,432,506,652
ENSG00000283724.1,0,0,0,0
ENSG00000163875.15,294,305,361,467
ENSG00000263675.1,3,1,5,8
ENSG00000163877.10,338,351,405,462
ENSG00000232273.1,0,2,0,0
ENSG00000237749.4,0,5,0,1
ENSG00000163879.10,1,1,3,7
ENSG00000134697.12,500,460,666,824
ENSG00000284748.1,0,0,0,0
ENSG00000169218.13,0,0,0,0
ENSG00000116922.14,87,115,154,224
ENSG00000134690.10,133,95,173,227
ENSG00000183317.16,538,547,627,772
ENSG00000200421.1,1,2,3,3
ENSG00000214141.4,1,0,0,0
ENSG00000227416.2,0,0,0,0
ENSG00000185090.14,105,99,152,285
ENSG00000233728.1,0,1,4,0
ENSG00000196449.3,170,187,215,274
ENSG00000197982.13,325,282,274,384
ENSG00000188786.9,672,714,693,848
ENSG00000235673.1,0,0,0,0
ENSG00000230955.1,0,0,1,3
ENSG00000204084.12,345,384,434,495
ENSG00000252448.1,0,0,0,0
ENSG00000222282.1,0,0,0,0
ENSG00000277168.1,0,0,0,0
ENSG00000183431.11,408,460,610,875
ENSG00000212541.1,0,0,0,0
ENSG00000183386.9,23,24,51,86
ENSG00000183520.11,266,278,325,460
ENSG00000185668.7,1,1,0,2
ENSG00000224592.5,0,0,3,2
ENSG00000223589.2,0,0,0,0
ENSG00000265596.1,0,0,0,0
ENSG00000284623.1,0,0,0,0
ENSG00000237290.2,0,0,2,0
ENSG00000275350.1,0,0,0,0
ENSG00000200796.1,0,0,0,0
ENSG00000238063.2,0,0,0,0
ENSG00000215895.4,0,3,2,2
ENSG00000284632.1,0,0,0,0
ENSG00000116954.7,134,139,124,147
ENSG00000273637.1,0,0,0,0
ENSG00000228436.2,7,4,12,8
ENSG00000214114.8,241,218,223,228
ENSG00000274944.4,10,2,1,2
ENSG00000131233.9,1,2,1,3
ENSG00000158315.10,531,525,514,574
ENSG00000199963.1,0,0,0,0
ENSG00000207466.1,0,0,0,0
ENSG00000235549.1,0,0,0,0
ENSG00000174574.15,1755,1751,1808,2062
ENSG00000168653.10,866,765,922,1230
ENSG00000127603.25,10322,10278,11355,14431
ENSG00000206654.1,0,0,0,0
ENSG00000222378.1,0,0,0,0
ENSG00000270040.1,0,2,1,6
ENSG00000226438.1,0,0,0,0
ENSG00000217897.2,0,0,0,0
ENSG00000183682.7,7,12,11,3
ENSG00000237624.1,2,0,6,5
ENSG00000243970.3,137,104,193,220
ENSG00000090621.13,1016,936,1365,1783
ENSG00000228060.2,0,0,1,2
ENSG00000201457.1,16,7,13,20
ENSG00000163909.7,11,12,32,19
ENSG00000225903.1,0,0,0,0
ENSG00000116981.3,0,0,0,0
ENSG00000116983.12,1,0,1,0
ENSG00000084072.16,259,260,368,474
ENSG00000225333.6,0,0,0,0
ENSG00000252413.1,0,0,0,0
ENSG00000116985.11,152,209,143,240
ENSG00000198754.5,2,10,9,17
ENSG00000285905.1,0,0,1,0
ENSG00000261798.1,0,2,0,1
ENSG00000229213.1,0,0,0,0
ENSG00000284719.1,0,0,0,0
ENSG00000284678.1,1,0,0,2
ENSG00000043514.16,279,237,377,523
ENSG00000202222.1,11,2,6,6
ENSG00000116990.10,45,33,55,70
ENSG00000236546.1,0,0,1,0
ENSG00000207356.1,0,0,0,0
ENSG00000168389.17,275,321,333,354
ENSG00000228477.1,22,23,20,27
ENSG00000131236.16,7503,7659,6449,7067
ENSG00000131238.17,320,267,404,471
ENSG00000226745.2,0,0,0,0
ENSG00000117000.8,725,609,662,768
ENSG00000207508.1,4,0,0,5
ENSG00000188800.5,1,0,1,0
ENSG00000259943.1,24,24,31,35
ENSG00000084073.8,1252,1074,1100,1075
ENSG00000231296.1,0,0,0,0
ENSG00000049089.14,58,62,76,71
ENSG00000227311.3,1,0,0,0
ENSG00000084070.11,499,529,556,667
ENSG00000213172.3,0,0,0,0
ENSG00000284677.1,0,0,0,0
ENSG00000187801.14,17,11,28,39
ENSG00000260920.2,12,16,15,22
ENSG00000279667.1,0,0,0,0
ENSG00000187815.9,56,32,43,55
ENSG00000238287.1,5,2,2,4
ENSG00000164002.11,71,69,74,112
ENSG00000227278.1,0,0,0,0
ENSG00000238186.1,0,0,0,0
ENSG00000117010.16,18,31,38,53
ENSG00000236505.1,0,0,0,0
ENSG00000233910.1,0,0,0,0
ENSG00000117016.9,256,244,231,229
ENSG00000237899.1,0,0,0,1
ENSG00000272145.1,20,26,31,46
ENSG00000066136.20,463,408,567,572
ENSG00000198974.3,1,2,1,3
ENSG00000207962.1,0,1,2,3
ENSG00000117013.15,55,40,60,70
ENSG00000264582.2,1,1,2,4
ENSG00000179862.6,170,193,168,220
ENSG00000229528.1,0,0,0,0
ENSG00000228940.1,0,0,0,0
ENSG00000233118.2,0,0,0,0
ENSG00000171793.14,415,372,693,916
ENSG00000281207.1,60,37,76,150
ENSG00000171790.15,4,2,2,9
ENSG00000010803.16,170,165,182,305
ENSG00000215893.3,0,0,0,0
ENSG00000235358.1,0,3,0,0
ENSG00000213987.4,0,0,0,0
ENSG00000204060.7,4,3,6,19
ENSG00000229901.1,1,2,1,5
ENSG00000252563.1,0,0,0,0
ENSG00000127129.9,85,102,75,64
ENSG00000127124.15,732,690,791,900
ENSG00000230881.1,0,0,0,0
ENSG00000230638.4,0,0,0,0
ENSG00000284895.1,0,0,0,0
ENSG00000227538.1,0,0,0,0
ENSG00000228776.2,0,0,0,0
ENSG00000044012.3,384,511,124,86
ENSG00000197273.3,3682,4425,1877,1726
ENSG00000198815.8,1275,1214,1188,1371
ENSG00000227527.2,4,6,1,3
ENSG00000177181.14,961,919,1009,1239
ENSG00000235002.1,0,0,0,0
ENSG00000066185.12,6,6,8,15
ENSG00000127125.8,785,786,781,862
ENSG00000186409.15,82,79,121,150
ENSG00000230116.1,1,2,2,3
ENSG00000236876.3,0,3,1,1
ENSG00000200254.1,1,0,0,0
ENSG00000236180.2,2,0,2,0
ENSG00000171960.10,86,74,129,147
ENSG00000285728.1,0,2,1,3
ENSG00000234917.2,0,5,3,2
ENSG00000065978.18,4336,3792,4986,6230
ENSG00000164007.10,0,0,0,0
ENSG00000117385.15,169,175,218,371
ENSG00000164008.15,88,80,87,140
ENSG00000283580.3,0,0,3,0
ENSG00000228452.1,0,0,0,0
ENSG00000274386.5,3,8,5,7
ENSG00000177868.11,72,76,63,91
ENSG00000164010.14,324,329,350,491
ENSG00000228192.7,11,8,8,15
ENSG00000164011.17,45,48,81,82
ENSG00000233708.1,0,1,0,0
ENSG00000237090.1,0,0,0,0
ENSG00000225099.1,0,0,1,0
ENSG00000117394.21,2520,2408,2300,2604
ENSG00000284138.1,2,9,4,7
ENSG00000227533.5,35,27,28,31
ENSG00000283973.1,0,0,0,2
ENSG00000207256.1,0,0,1,0
ENSG00000283136.1,0,0,0,0
ENSG00000277513.1,0,0,0,0
ENSG00000186973.10,2,0,0,0
ENSG00000117395.12,500,496,592,850
ENSG00000284410.1,0,0,0,0
ENSG00000243710.7,13,11,27,24
ENSG00000199240.1,0,0,0,0
ENSG00000179178.10,505,543,548,878
ENSG00000253313.5,642,698,550,611
ENSG00000066056.13,3,3,0,2
ENSG00000117400.17,4,1,10,6
ENSG00000234694.1,4,6,4,7
ENSG00000117399.13,134,110,214,254
ENSG00000066322.14,2299,2409,2332,2888
ENSG00000283836.1,0,0,0,0
ENSG00000159479.16,336,308,326,429
ENSG00000229431.1,3,0,3,2
ENSG00000198198.16,1452,1440,1734,2039
ENSG00000229372.1,4,6,5,4
ENSG00000274975.1,0,0,0,0
ENSG00000178922.16,121,141,125,162
ENSG00000229348.1,2,0,0,0
ENSG00000142949.16,14731,17541,13832,18227
ENSG00000284989.1,0,0,0,0
ENSG00000066135.12,767,819,945,1153
ENSG00000236200.5,3,2,0,5
ENSG00000126091.20,42,35,49,69
ENSG00000229444.1,0,0,0,0
ENSG00000283414.1,1,0,0,0
ENSG00000233674.2,0,5,0,1
ENSG00000283477.1,0,0,0,0
ENSG00000224751.2,0,0,0,0
ENSG00000117407.16,26,29,36,56
ENSG00000237950.1,0,1,4,12
ENSG00000117408.10,560,608,628,813
ENSG00000285649.1,0,0,0,1
ENSG00000132768.13,202,169,288,428
ENSG00000117410.13,1046,1001,1054,1337
ENSG00000117411.16,311,324,373,546
ENSG00000159214.12,362,316,339,422
ENSG00000196517.11,301,279,110,121
ENSG00000230615.6,2,7,4,2
ENSG00000227163.2,0,0,0,0
ENSG00000271647.1,5,1,8,4
ENSG00000239560.3,0,0,0,0
ENSG00000171872.4,0,0,0,1
ENSG00000233514.1,0,0,0,1
ENSG00000283039.1,0,0,0,0
ENSG00000226804.4,0,0,0,0
ENSG00000200171.1,0,0,0,0
ENSG00000238037.1,0,0,0,0
ENSG00000227994.1,0,0,0,0
ENSG00000271329.1,0,0,0,0
ENSG00000178028.13,489,468,529,523
ENSG00000117419.15,295,235,357,491
ENSG00000233602.1,10,6,14,17
ENSG00000199385.1,0,0,0,0
ENSG00000187147.17,562,650,726,948
ENSG00000263381.1,2,0,0,1
ENSG00000126106.13,285,347,236,360
ENSG00000198520.11,43,49,74,73
ENSG00000199377.1,0,1,4,2
ENSG00000200169.1,4,4,8,1
ENSG00000142945.12,66,47,113,106
ENSG00000225721.5,28,16,29,52
ENSG00000142937.11,5639,4848,7694,10772
ENSG00000264294.1,0,0,0,0
ENSG00000200913.1,11,7,9,9
ENSG00000202031.1,0,0,0,0
ENSG00000207421.1,0,0,0,0
ENSG00000281859.1,0,0,0,0
ENSG00000234093.3,0,1,1,2
ENSG00000142959.4,11,7,8,17
ENSG00000173846.12,313,305,482,668
ENSG00000188396.3,1,4,4,7
ENSG00000222009.8,142,93,197,311
ENSG00000117425.13,10,2,7,6
ENSG00000202444.1,0,0,0,0
