,gene_short_name,PC-1,PC-2,PC-3,PC-4,SMC-1,SMC-2,SMC-3,SMC-4
ENSMUSG00000038685,Rtel1,16.0264,6.17056,10.8704,10.4892,4.72575,3.85852,5.52518,5.1011
ENSMUSG00000038690,Atp5j2,241.308,629.447,234.465,294.327,340.103,284.327,276.974,304.528
ENSMUSG00000038691,Mbd3l1,0,0,0,0,0,0,0,0
ENSMUSG00000038692,Hoxb4,0.021195,0.0237038,0.0816776,0.0489752,0.103107,0.10642,0.101403,0.213441
ENSMUSG00000038695,Josd2,46.4134,66.2748,33.2175,36.6772,73.1047,48.0938,46.3277,48.7075
ENSMUSG00000038696,Mapkap1,54.4703,49.2943,46.2246,56.4337,53.3147,52.1421,43.9578,49.3453
ENSMUSG00000038697,Taf5l,10.9392,14.4082,34.4662,37.1876,5.79162,5.05533,5.22693,5.59478
ENSMUSG00000038700,Hoxb5,0.0484713,0.0180635,0.124486,0.119446,0.204529,0.176753,0.911348,0.650857
ENSMUSG00000038702,Dsel,2.23488,0.679503,1.51034,0.942823,9.24793,11.8467,4.48723,6.41937
ENSMUSG00000038704,Aspdh,0,0,0,0,0,0,0,0
ENSMUSG00000038705,Gmeb2,4.44391,3.73509,8.83231,6.84889,2.77442,2.32155,3.67584,3.72985
ENSMUSG00000038708,Golga4,1.76813,1.19,4.68809,6.60545,1.61366,1.99665,3.85116,1.9079
ENSMUSG00000038709,Txndc8,0,0,0,0,0,0,0,0
ENSMUSG00000038712,Fam63a,15.6322,12.7933,13.1714,12.0663,23.8299,20.4578,44.6118,32.2061
ENSMUSG00000038717,Atp5l,520.85,1572.26,549.281,691.314,773.567,613.182,560.792,643.096
ENSMUSG00000038718,Pbx3,1.11892,1.13095,0.648535,0.659807,2.35516,1.98318,1.81194,1.59612
ENSMUSG00000038721,Hoxb7,0.346263,0.232337,0.122311,0.448047,1.54993,1.96993,2.77168,3.47645
ENSMUSG00000038722,Bud31,144.669,265.257,125.399,139.795,117.894,104.903,85.2559,85.501
ENSMUSG00000038725,Pkhd1l1,0.128703,0.0775022,0.0317995,0.0122011,0.112255,0.344073,0.363553,0.2084
ENSMUSG00000038729,Akap2,23.19,8.92051,22.9748,41.1687,23.9951,38.7549,59.0254,123.006
ENSMUSG00000038732,Mboat1,13.7088,15.7664,13.0697,12.602,12.8604,10.8997,16.8336,12.6904
ENSMUSG00000038733,Wdr26,19.6239,26.0882,23.2287,14.7945,14.4625,14.9947,7.42167,7.55128
ENSMUSG00000038736,Nudcd1,5.4345,4.43426,6.20029,4.84208,6.16639,8.17332,6.23495,5.71132
ENSMUSG00000038738,Shank1,0.173871,0.131766,0.102697,0.07259,0.0981528,0.0615202,0.112791,0.0410764
ENSMUSG00000038740,Fam125b,0.667864,1.80619,5.01342,3.07521,3.78026,1.32848,1.49936,1.41161
ENSMUSG00000038742,Angptl6,2.56275,2.72286,2.16521,2.3092,4.20922,4.20085,3.66639,1.74559
ENSMUSG00000038745,Nlrp6,0,0,0.0142579,0.0106918,0.0225134,0.108001,0.169868,0.10846
ENSMUSG00000038750,Omt2b,0,0,0,0,0,0,0,0
ENSMUSG00000038751,Ptk6,0.168288,0,0,0,0.222259,0.0987277,0.0919954,0.0770335
ENSMUSG00000038754,Elovl3,0.178197,0.14222,0.196027,0.729008,0.546105,0.601985,0.243017,0.326309
ENSMUSG00000038756,Ttll6,0.0279954,0,0.0134835,0,0,0.0116622,0.0401621,0
ENSMUSG00000038759,Nup205,10.1842,5.98324,8.96842,8.3733,4.31869,7.36671,3.55454,4.53175
ENSMUSG00000038760,Trhr,0.0665479,0.0248076,0,0,0.010792,0,0.180404,0
ENSMUSG00000038762,Abcf1,26.706,12.1858,27.4187,44.956,7.09284,9.43263,22.9608,25.8888
ENSMUSG00000038763,Alpk3,0.0607026,0.0377245,0.11699,0.0748188,0.118053,0.0862858,0.122696,0.080269
ENSMUSG00000038764,Ptpn3,1.05124,0.437568,0.338025,1.551,0.822604,0.660653,0.514099,0.542223
ENSMUSG00000038765,Lmx1b,0.0454839,0.040698,0.0175294,0,0.026546,0.0249229,0,0
ENSMUSG00000038766,Gabpb2,3.21883,2.96333,5.18532,3.20166,2.3413,2.92747,1.5187,3.85347
ENSMUSG00000038768,9130409I23Rik,0.151151,0,0.145493,0,0.0736914,0,0,0.0691959
ENSMUSG00000038770,Kpna7,0.0221814,0.149202,0,0.137549,0.289827,0,0,0
ENSMUSG00000038773,Kdm3b,5.37876,5.08559,6.91288,8.15359,3.10644,2.99692,4.14045,3.74196
ENSMUSG00000038774,Ascc3,8.14571,5.02568,8.66409,9.09224,3.95699,7.58628,4.8868,6.18196
ENSMUSG00000038775,Vill,10.3488,7.22278,4.68205,4.00043,4.96509,4.21443,13.1946,7.93217
ENSMUSG00000038776,Ephx1,91.7177,113.706,63.4602,74.4735,173.317,146.143,158.627,172.047
ENSMUSG00000038777,Sema6c,0.0618178,0.563717,0.856457,1.91219,0.910543,0.619221,1.89853,0.944885
ENSMUSG00000038780,Smurf1,2.00895,1.40555,2.69153,1.87422,1.72436,2.03277,2.21932,2.27757
ENSMUSG00000038781,Stap2,4.49497,4.64535,3.06591,2.29243,12.6412,18.7862,22.8352,19.166
ENSMUSG00000038782,1700028J19Rik,0.964891,1.87311,0,0.464773,1.02522,0.455989,0.679067,0.230491
ENSMUSG00000038784,Cnot4,20.0997,13.6237,20.3145,15.7571,12.0964,13.1468,14.1725,13.9333
ENSMUSG00000038791,Scgb3a2,0.143854,0,0.126702,0,0.262297,0,0,0
ENSMUSG00000038792,4931403M11Rik,0.11398,0,0,0,0,0,0,0
ENSMUSG00000038793,Lefty1,5.83348,8.88054,5.78345,10.1942,12.9858,9.70418,4.89301,3.08696
ENSMUSG00000038797,Zscan2,0.301273,0.453465,0.728367,0.406075,0.0914345,0.0845263,0.0892842,0.0866015
ENSMUSG00000038801,Scgb1c1,0,0,0,0,0,0,0,0
ENSMUSG00000038803,Ost4,294.837,762.595,295.024,375.164,634.337,495.999,411.07,406.756
ENSMUSG00000038805,Six3,0.138749,0.284234,0.0390599,0.0239003,0.0787845,0,0,0.0362297
ENSMUSG00000038806,BC031781,61.7894,47.6466,63.6598,52.7219,51.5528,61.5468,54.0018,48.1859
ENSMUSG00000038807,Rap1gap2,1.38161,0.597492,2.66587,1.66152,1.40191,1.22738,2.3288,0.737399
ENSMUSG00000038811,Gngt2,58.7114,160.718,64.6529,88.9546,68.054,78.6984,123.384,150.1
ENSMUSG00000038812,Trmt112,114.641,215.91,117.363,103.645,104.036,78.7428,70.262,62.679
ENSMUSG00000038816,Ctnnal1,6.20862,3.50399,8.17253,6.27111,11.6673,18.4772,22.5204,26.5116
ENSMUSG00000038822,Hace1,3.40494,11.5679,11.7153,10.9368,7.96054,9.27831,10.8458,5.43955
ENSMUSG00000038827,BC026590,7.95433,3.35474,4.50556,5.10791,5.29692,5.95822,2.53251,4.39265
ENSMUSG00000038828,Tmem214,24.2682,21.9577,28.5472,29.3319,21.9628,18.7065,37.2627,32.0423
ENSMUSG00000038831,Ralgps1,1.99346,0.501002,3.8927,3.60412,1.01119,1.70808,2.26829,1.93204
ENSMUSG00000038836,Agbl3,1.46455,0.779725,1.29454,0.832856,5.48003,4.35978,3.1964,2.96853
ENSMUSG00000038838,Vars2,3.53084,1.75976,7.88546,7.71552,0.883212,1.93955,4.15379,3.63842
ENSMUSG00000038840,Birc7,0,0,0,0.0901489,0,0,0,0.123691
ENSMUSG00000038843,Gcnt1,2.35061,1.4981,2.3458,2.45805,1.5866,3.04899,2.15145,2.68394
ENSMUSG00000038844,Kif16b,3.34985,1.41232,5.74897,5.90195,1.47893,1.9228,3.5966,3.57875
ENSMUSG00000038845,Phb,162.776,293.448,110.689,122.704,116.414,110.899,93.7508,88.5831
ENSMUSG00000038848,Ythdf1,4.77866,8.32372,4.10126,2.04569,4.52918,3.98656,1.86071,1.67802
ENSMUSG00000038855,Itpkb,2.25483,2.89012,4.46044,5.83393,0.970588,1.22236,2.26445,2.03896
ENSMUSG00000038859,Baiap2l1,0.552055,0.493825,0.810923,0.242342,0.806061,0.692407,2.07229,0.833971
ENSMUSG00000038860,Garnl3,1.68201,1.07174,1.71332,1.55179,6.5083,4.70524,3.24422,3.89303
ENSMUSG00000038861,Pi4kb,6.12609,10.5134,9.40483,13.773,12.5215,11.4207,11.4134,9.07058
ENSMUSG00000038866,Zcchc2,2.50739,1.59684,2.76956,2.00398,0.588338,0.757479,0.753361,0.841018
ENSMUSG00000038871,Bpgm,20.2655,18.2908,19.5077,12.3913,23.0502,21.9845,21.8664,17.7935
ENSMUSG00000038872,Zfhx3,0.524398,0.469978,0.505453,0.374216,0.776765,0.852276,0.846295,0.978745
ENSMUSG00000038876,Rnf146,53.9483,44.9245,59.6447,47.6005,38.181,40.9693,31.4671,37.1288
ENSMUSG00000038879,Nipal2,0.601201,0.323233,0.501204,0.245772,3.73512,2.59581,8.77146,3.38705
ENSMUSG00000038880,Mrps34,63.0767,141.69,62.0014,53.93,57.0353,46.1659,44.681,38.8915
ENSMUSG00000038883,Prl3a1,0,0,0,0,0,0,0.0366102,0
ENSMUSG00000038884,A230050P20Rik,8.57884,4.13272,9.05422,5.67386,9.06773,8.20274,9.87656,7.90474
ENSMUSG00000038886,Man2a2,3.76093,3.25363,5.30514,6.03001,2.2434,1.91799,2.69368,2.66303
ENSMUSG00000038888,Ctu1,2.19706,1.99804,3.51414,4.7656,1.01568,1.17048,2.25977,2.21606
ENSMUSG00000038891,Prl3b1,0,0,0,0,0,0,0,0
ENSMUSG00000038893,Fam117a,6.96958,9.39733,7.62891,6.41037,4.55207,4.2808,5.49118,3.3963
ENSMUSG00000038894,Irs2,5.51867,6.8208,6.51919,10.4848,6.40308,3.90813,6.16035,8.97181
ENSMUSG00000038895,Zfp653,2.344,1.74638,3.18079,3.62994,3.41599,2.66189,3.79521,3.86295
ENSMUSG00000038900,Rpl12,664.001,1707.01,786.334,751.802,334.022,280.355,166.498,155.396
ENSMUSG00000038902,Pogz,10.0903,6.0119,12.9089,11.52,4.09843,4.1018,4.02079,4.08537
ENSMUSG00000038903,Ccdc68,0.516799,0,1.69893,0.393083,0.949268,1.41748,4.38649,2.86692
ENSMUSG00000038909,Myst2,55.366,18.2597,58.5801,59.5845,20.2795,20.9395,26.6357,31.799
ENSMUSG00000038910,Plcl2,7.89493,7.74692,17.37,12.4532,1.24853,1.28055,1.16536,1.13493
ENSMUSG00000038914,Dido1,5.01265,3.39668,7.6162,5.01655,2.2843,3.5188,4.05242,5.68957
ENSMUSG00000038916,6330407J23Rik,0.0111756,0,0.0107663,0.0103292,0,0,0,0
ENSMUSG00000038917,3930402G23Rik,0.0956293,0.142552,0.0767505,0.265113,0.419023,0.479511,0.335232,0.466937
ENSMUSG00000038925,E330034G19Rik,0.138118,0,0.200163,0,0.0977273,0.0944792,0,0
ENSMUSG00000038930,Rccd1,10.0374,6.83738,5.82378,4.102,5.51184,6.60919,3.07984,3.73404
ENSMUSG00000038932,Tcfl5,0.708413,0.894261,0.954663,0.406024,0.387746,0.357398,0.0681651,0.0422077
ENSMUSG00000038936,Sccpdh,9.4597,16.7236,17.0393,14.0503,45.8042,40.2179,36.491,31.2211
ENSMUSG00000038943,Prc1,14.3811,8.61692,10.5727,5.99385,2.62501,5.96029,1.01603,2.19953
ENSMUSG00000038949,Cnst,5.91408,2.27077,14.1559,9.34647,1.91902,4.16577,8.41967,11.7273
ENSMUSG00000038954,Supt3h,9.81596,16.4327,10.7347,9.77863,7.3213,5.91975,5.99333,5.42379
ENSMUSG00000038957,Edc3,8.8706,4.71563,9.19075,11.2958,4.92778,3.93207,5.42914,7.18807
ENSMUSG00000038963,Slco4a1,14.6934,10.988,21.5285,9.35144,1.48912,1.95954,7.37378,2.12759
ENSMUSG00000038965,Ube2l3,87.5696,152.787,74.7476,81.1701,64.939,64.6666,53.4291,58.9226
ENSMUSG00000038967,Pdk2,6.50096,7.91595,12.4369,15.3904,9.77526,8.65241,39.7779,35.4497
ENSMUSG00000038968,Klk1b16,0,0.533414,0,0,0,0,0,0
ENSMUSG00000038970,Lmtk2,1.42667,0.897787,3.62429,3.40392,0.550704,0.724004,1.32106,0.873897
ENSMUSG00000038973,Cldnd2,0,0,0,0,0,0,0,0
ENSMUSG00000038975,Rabggtb,28.6598,37.5763,26.8892,25.6186,29.2655,27.5693,21.3898,17.6443
ENSMUSG00000038976,Ppp1r9b,2.35807,4.94113,2.67252,2.01275,3.00369,2.51901,3.8221,2.61325
ENSMUSG00000038980,BC066135,0.0400645,0.0223905,0,0,0,0,0.0765586,0
ENSMUSG00000038982,Muted,8.31028,9.10998,7.75446,5.87859,17.3814,15.5765,14.5676,13.7408
ENSMUSG00000038984,Tspyl5,0.384878,0.221362,0,0.16262,0.920169,0.712684,0.473466,0.573831
ENSMUSG00000038987,1700019L03Rik,0,2.27538,0.0540504,0.0778111,0.0547791,0.0510409,0,0.0771266
ENSMUSG00000038990,Cables2,3.29212,3.56551,2.60554,2.77416,3.90348,5.12589,4.38292,5.57122
ENSMUSG00000038991,Txndc5,29.4311,58.3256,59.7755,79.0151,221.864,112.29,107.04,43.0095
ENSMUSG00000038994,Hils1,0,0,0,0,0.0760005,0.138857,0,0
ENSMUSG00000038997,Asb17,0.251788,0.0402092,0.155872,0.0664744,0.157658,0.229434,0,0
ENSMUSG00000039000,Ube3c,3.92815,3.0128,2.09623,3.03246,4.66048,5.46451,4.21434,3.82533
ENSMUSG00000039001,Rps21,515.343,1817.27,725.646,821.171,568.763,422.217,281.165,294.276
ENSMUSG00000039004,Bmp6,2.14787,2.55089,1.40063,2.49055,4.66168,4.50475,5.33596,5.22743
ENSMUSG00000039005,Tlr4,2.61796,1.60604,1.75829,1.61995,6.13744,6.8325,7.66983,5.96732
ENSMUSG00000039007,Pgcp,46.5976,50.8759,23.0004,36.6061,362.644,290.216,201.025,193.987
ENSMUSG00000039013,Siglec5,0.751422,0.0488118,0.615055,0,0.256123,0.119766,0,0
ENSMUSG00000039016,Timm8b,57.786,140.992,59.0915,97.6306,137.283,141.216,118.294,132.18
ENSMUSG00000039018,Mtg1,19.0636,26.5292,12.217,13.9096,19.7185,16.5194,16.1141,14.6704
ENSMUSG00000039021,Ttc16,0.204351,0.0795191,0.0229927,0.0564066,0.219095,1.56503,0.050917,0.101093
ENSMUSG00000039031,Arhgap18,11.2973,7.20495,13.7278,15.8011,9.46349,19.7608,18.6008,18.3182
ENSMUSG00000039032,Tsga13,0.140771,0,0,0,0.137709,0.29715,0,0
ENSMUSG00000039033,Tasp1,16.0096,15.5371,16.7062,13.4145,14.178,15.1577,8.81972,9.3935
ENSMUSG00000039037,St6galnac5,0.0152407,0.125493,0,0.154971,0.185272,0.0626591,0.201014,0.167432
ENSMUSG00000039041,Adrm1,95.2686,96.838,115.177,87.1176,57.1414,45.6555,73.0601,70.0564
ENSMUSG00000039043,2610034B18Rik,3.59921,3.81711,2.06747,5.36614,18.8302,16.6676,16.0599,18.2551
ENSMUSG00000039046,Usp6nl,1.99601,1.33973,7.89016,6.49875,1.22983,1.78837,2.14089,1.90575
ENSMUSG00000039047,Pigk,22.4939,26.9273,22.3222,22.2832,34.8797,32.7687,25.0352,27.3488
ENSMUSG00000039048,Foxred1,35.9911,45.9208,27.71,18.4428,32.0246,31.4105,21.8833,19.8193
ENSMUSG00000039050,Osbpl2,14.1466,7.13482,20.8375,22.6511,18.9458,17.0091,24.3191,21.9394
ENSMUSG00000039055,Eme1,1.49183,2.16738,2.18206,2.94023,0.846202,0.94619,1.29285,0.899028
ENSMUSG00000039057,Myo16,0.133821,0.0699248,0.0122785,0.0530155,0.0123892,0.0058203,0.0239406,0.0174982
ENSMUSG00000039058,Ak5,0.290026,0.129711,0.6425,0.469048,2.32933,2.16896,1.20645,1.52675
ENSMUSG00000039059,Hrh3,0,0,0,0,0,0,0,0
ENSMUSG00000039062,Anpep,0.796222,0.29163,3.37787,3.54219,3.34954,2.68831,9.67577,10.8357
ENSMUSG00000039063,Echdc3,1.13737,1.01433,1.05266,0.287546,4.32859,2.56382,3.61482,1.7127
ENSMUSG00000039065,Fam173b,9.99259,15.8575,9.40475,6.1426,15.8745,11.9161,8.8481,8.9124
ENSMUSG00000039067,Psmd7,105.599,135.138,76.5429,87.9351,122.942,136.186,106.193,115.942
ENSMUSG00000039068,Zzz3,14.736,14.7748,28.162,21.0849,13.0625,14.108,9.02305,7.58871
ENSMUSG00000039069,Gtpbp5,19.5276,20.3026,10.5525,11.3383,22.4866,17.0261,13.3133,16.26
ENSMUSG00000039070,Cpa4,0.0665342,0.223147,0.0160191,0,0.453547,0.136457,0.17491,0
ENSMUSG00000039079,Trhr2,0,0,0,0,0,0.138891,0.257117,0.0721468
ENSMUSG00000039081,Zfp503,0.583481,1.31193,0.100448,0.201047,1.05116,0.985313,0.87791,0.400899
ENSMUSG00000039084,Chad,97.3516,79.5263,63.2498,31.1994,540.524,331.108,426.221,326.708
ENSMUSG00000039086,Ss18l1,2.12973,1.72716,3.06321,6.10144,2.21925,1.94449,4.98396,6.45908
ENSMUSG00000039087,Rreb1,2.833,0.696541,2.9935,2.58783,0.486392,1.06083,1.6377,2.30479
ENSMUSG00000039089,L3mbtl3,5.66216,1.51946,5.70195,4.30863,2.02557,2.47654,2.36326,3.48094
ENSMUSG00000039092,Sptlc3,0.230756,0.0937523,0,0,0.490441,0.0381887,0.580971,0
ENSMUSG00000039095,En2,0.0348991,0.107345,0.0168129,0.0161294,0.0169727,0.0478119,0.00835084,0
ENSMUSG00000039096,Rsad1,1.44088,0.973982,0.838489,0.718576,1.40443,1.53033,1.27964,1.613
ENSMUSG00000039097,Rln1,0.189952,0,0,0,0.0935815,0.169817,0,0
ENSMUSG00000039098,Gm9767,0,0,0.0851837,0,0.303227,0.0401014,0.0843286,0.324519
ENSMUSG00000039099,Wdr93,0,0.0227666,0,0,0.238164,0,0,0.018649
ENSMUSG00000039100,March6,7.5382,6.22264,10.5872,6.63142,4.82299,4.73433,5.67323,5.02987
ENSMUSG00000039103,Nexn,1.82727,1.22159,0.552044,1.57259,4.72862,5.9257,3.81818,5.0516
ENSMUSG00000039105,Atp6v1g1,136.543,260.494,129.987,150.023,237.67,215.917,207.308,224.937
ENSMUSG00000039106,Htr5a,0.00775088,0.00866987,0.00746854,0,0.0301519,0,0,0
ENSMUSG00000039108,Lsm14b,0.463613,0.845244,0.281463,0.338253,0.497326,0.79841,0.419355,0.52709
ENSMUSG00000039109,F13a1,38.9977,17.0897,13.285,19.5737,12.895,21.5717,11.8379,15.6737
ENSMUSG00000039110,Mycbpap,0.164356,0,0.0251714,0.0120753,0.0137989,0.232344,0.10846,0.0786483
ENSMUSG00000039114,Nrn1,3.0377,1.83231,0.964618,1.8798,5.78031,4.24954,2.40504,2.75356
ENSMUSG00000039115,Itga9,0.386552,0.437455,0.735001,0.361548,1.20364,1.88163,3.02063,2.31076
ENSMUSG00000039116,Gpr126,1.63611,1.02581,1.96442,3.99457,2.14258,4.10555,6.06393,11.2214
ENSMUSG00000039117,Taf4a,2.67301,2.80866,2.73002,1.37794,1.18976,0.968038,1.19592,0.860809
ENSMUSG00000039126,Prune2,0.182595,0.376138,0.408914,0.12743,0.627319,0.872791,0.598996,1.05131
ENSMUSG00000039128,Cdc123,86.3836,116.682,69.0425,71.1116,99.3679,92.9391,55.9102,63.5696
ENSMUSG00000039130,Zc3hc1,38.3211,47.2552,30.0383,30.6145,22.7209,25.7434,23.1371,23.2665
ENSMUSG00000039131,Gipc2,1.51378,1.2842,0,0.793586,3.27873,1.36584,1.92257,1.69517
ENSMUSG00000039133,9330171B17Rik,0.023891,0,0,0,0.0232908,0.0217378,0,0.0437487
ENSMUSG00000039137,Whrn,2.37306,2.08277,2.56892,1.92359,1.10504,1.11287,0.641333,1.04914
ENSMUSG00000039138,4930591A17Rik,0.347828,0,0.166788,0,0.427895,0.0778915,0.0822193,0
ENSMUSG00000039145,Camk1d,5.29451,4.15292,12.5478,15.8255,1.16521,0.955067,2.84162,3.61725
ENSMUSG00000039146,H28,0,0,0,0,0,0,0,0
ENSMUSG00000039148,Sart1,2.46505,5.543,16.5685,20.105,2.48887,3.17863,5.11899,4.09952
ENSMUSG00000039153,Runx2,1.46597,2.29806,6.32788,10.0183,2.12015,1.72005,0.895299,0.884545
ENSMUSG00000039154,Shd,0.384373,0,0.462292,0.207079,0.719083,1.10523,0.794205,0.850531
ENSMUSG00000039155,Cdh26,0.108994,0,0.0603445,0,0.0610355,0.796553,0.284683,0.0573616
ENSMUSG00000039156,Stim2,6.07513,5.52545,9.0054,15.3933,8.5148,4.51969,4.66512,4.12661
ENSMUSG00000039157,Fam102a,11.3355,10.1217,27.9003,28.3797,1.94655,1.68194,8.99205,2.73663
ENSMUSG00000039158,Akna,50.3057,13.718,80.0295,62.337,1.74306,2.47162,5.54879,6.31236
ENSMUSG00000039159,Ube2h,17.6852,21.8501,19.4732,14.5741,11.8735,10.3986,15.921,14.586
ENSMUSG00000039163,Cmc1,45.0207,100.01,57.4365,62.2507,53.219,36.8227,38.0138,35.1477
ENSMUSG00000039164,Naif1,2.13089,1.86884,2.44196,3.69628,1.32406,1.78301,2.9467,2.6211
ENSMUSG00000039166,Akap7,1.59505,0.78663,0.98679,0.820473,3.24948,2.94659,2.46029,2.90071
ENSMUSG00000039167,Eltd1,10.6937,6.63774,5.90256,16.9864,35.1294,59.4869,99.6507,131.14
ENSMUSG00000039168,Dap,102.103,89.4762,94.0979,108.784,182.499,143.103,167.085,98.0727
ENSMUSG00000039174,1700003H04Rik,0.105781,0,0,0,0,0,0.0502748,0
ENSMUSG00000039176,Polg,15.4598,7.62712,18.1796,21.6928,7.9606,9.46584,18.098,18.0964
ENSMUSG00000039178,Tbc1d19,5.77437,5.1453,4.33427,5.03772,18.5079,20.5258,16.0884,20.2757
ENSMUSG00000039179,Tekt5,0.202456,0.0298828,0,0,0.0397051,0.0243184,1.27641,0
ENSMUSG00000039182,AW209491,3.96083,4.90039,4.87965,3.94235,8.25091,9.69684,7.83465,8.37534
ENSMUSG00000039183,Nubp2,76.3509,124.795,61.8354,66.1385,55.1876,47.8466,41.9219,37.2988
ENSMUSG00000039187,Fanci,2.75246,1.04704,2.46522,1.72173,0.329044,0.515116,0.134993,0.216419
ENSMUSG00000039191,Rbpj,12.5775,8.53068,19.7743,21.7222,13.1378,17.6852,12.9366,14.3889
ENSMUSG00000039193,Nlrc4,1.63577,0.772941,1.34278,0.979515,0.269025,0.136679,0.0330629,0.305835
ENSMUSG00000039194,Rlbp1,0,0.261142,0.081804,0.0196253,0.0206995,0,0.020291,0
ENSMUSG00000039195,1110008P14Rik,42.2098,108.726,44.6573,44.0698,63.3595,49.163,47.9093,41.8096
ENSMUSG00000039196,Orm1,0.321992,0.179285,1.54459,0.371071,1.58292,2.09439,0.457129,0.29493
ENSMUSG00000039197,Adk,60.6111,73.5027,45.6773,39.634,153.359,142.002,100.742,90.64
ENSMUSG00000039198,Ptchd3,0.112408,0,0,0,0,0.0128161,0,0
ENSMUSG00000039199,Zdhhc1,4.88639,4.97383,6.37787,7.96438,23.8741,18.1952,38.9531,33.3084
ENSMUSG00000039200,Atf7ip2,0.29581,0.0732299,0.126416,0.0653937,0.063421,0.282719,0,0.293994
ENSMUSG00000039201,Tbc1d25,11.4705,7.56045,10.355,11.704,2.53109,2.30194,4.20127,5.09596
ENSMUSG00000039202,Abhd2,3.08971,2.34551,3.62529,5.28924,1.53945,2.18174,2.94338,4.10882
ENSMUSG00000039205,Ciz1,25.871,17.1529,30.1403,42.9336,8.27985,8.27792,31.1588,30.8169
ENSMUSG00000039206,Daglb,10.5809,7.9874,8.29783,8.62384,13.74,10.3078,17.0709,21.8036
ENSMUSG00000039208,Metrnl,5.64757,24.316,50.0085,54.8613,130.837,49.3008,54.2069,28.2353
ENSMUSG00000039209,Rpl39l,2.16271,4.9839,0,1.33217,5.47056,3.6879,2.30456,2.29831
ENSMUSG00000039210,Gpatch2,5.23209,3.46692,5.52232,5.21048,4.0231,4.42183,5.85104,7.38144
ENSMUSG00000039215,Svs1,0.0818778,0,0,0,0,0,0,0
ENSMUSG00000039217,Il18,4.41302,4.80581,4.77055,6.57565,10.1751,11.335,9.22314,13.7615
ENSMUSG00000039218,Srrm2,16.1708,9.03159,32.4354,32.8208,8.36673,11.192,15.1661,19.2373
ENSMUSG00000039219,Arid4b,53.4458,19.6899,50.3417,36.628,20.4848,30.8884,18.6943,25.3112
ENSMUSG00000039220,Ppp1r10,26.3023,15.5061,23.3031,27.5796,31.34,32.4723,61.3726,54.9958
ENSMUSG00000039221,Rpl22l1,230.415,617.449,221.897,263.254,190.04,152.621,137.298,176.268
ENSMUSG00000039224,D1Pas1,0,0.0624602,0,0.0129062,0,0.0254763,0,0
ENSMUSG00000039230,Tbcd,14.6677,12.725,13.4085,14.6757,6.9518,7.50468,12.5606,9.03449
ENSMUSG00000039231,Suv39h1,29.187,14.9656,20.6127,24.5277,9.32055,7.92879,6.94087,7.54471
ENSMUSG00000039232,Stx11,19.8927,21.1869,32.1578,25.5573,21.2245,24.2589,23.4655,25.444
ENSMUSG00000039233,Tbce,38.9114,26.1178,24.5488,28.5974,33.7679,40.1599,27.9711,24.8011
ENSMUSG00000039234,Sec24d,9.42159,4.49906,10.6554,12.4157,14.8336,16.5811,32.7988,29.1186
ENSMUSG00000039236,Isg20,21.5072,30.0448,16.6252,13.446,22.8273,19.4607,64.4448,22.147
ENSMUSG00000039238,Zfp750,0.249707,0.201629,0.133615,0,0.0810146,0.0885686,1.41945,0.0253984
ENSMUSG00000039239,Tgfb2,4.03626,4.76119,3.85739,4.95845,12.4612,12.6041,17.4976,17.087
ENSMUSG00000039242,B3galnt2,11.0848,5.75328,9.61045,10.8017,10.9162,15.0966,11.411,16.1818
ENSMUSG00000039244,E130309D02Rik,4.10355,10.7713,12.5238,14.832,3.80189,2.07822,3.60304,1.99698
ENSMUSG00000039246,Lyplal1,1.47225,1.39952,1.29606,1.04151,7.58174,5.43363,4.89962,3.78595
ENSMUSG00000039252,Lgi2,0.0484471,0,0.226754,0.0575804,0.734419,0.465429,0.271677,0.304125
ENSMUSG00000039253,Fn3krp,0.237222,0.36717,0.158149,0.0843073,0.337714,0.34916,0.244155,0.0501199
ENSMUSG00000039254,Pomt1,3.77592,2.95844,2.88977,5.20327,5.36444,5.72599,6.92884,10.4705
ENSMUSG00000039257,Vstm2b,0.103674,0.308736,0,0,0.134975,0.125439,0.0329431,0.0949289
ENSMUSG00000039262,Prrc2b,4.40371,2.43599,6.94712,2.56043,2.6041,2.02851,3.15898,3.68362
ENSMUSG00000039263,Npepl1,15.987,30.2498,44.8052,39.937,18.5162,17.1703,26.4135,30.2435
ENSMUSG00000039264,Gimap3,240.834,157.305,333.383,244.454,1.88561,1.84734,4.01345,2.34771
ENSMUSG00000039269,2300002M23Rik,0,0,0,0.148143,0,0,0,0
ENSMUSG00000039270,Megf9,1.54268,0.631405,9.10153,6.24497,1.6879,2.74891,4.42248,4.39913
ENSMUSG00000039275,Foxk2,1.52646,3.84381,1.0311,2.18631,1.66406,0.923352,1.53001,0.7752
ENSMUSG00000039278,Pcsk1n,0.12191,0.0715695,0,0,1.13034,0.769327,0.405073,1.27555
ENSMUSG00000039285,Azi2,45.9253,38.223,52.5057,44.814,39.6193,46.5018,33.6931,37.7608
ENSMUSG00000039286,Fndc3b,2.81664,2.16662,3.72585,4.50539,6.42948,8.70523,13.226,14.6784
ENSMUSG00000039294,BC017643,57.0401,51.8488,52.419,47.0908,34.2408,28.5728,18.8845,17.5409
ENSMUSG00000039296,Spdyb,0.0839036,0,0,0,0.0410081,0,0,0
